Wall time,Step,Value
1761836342.242166,0,16.832813262939453
1761836411.3330624,1,17.162395477294922
1761836476.1872838,2,17.302221298217773
1761836544.9913568,3,17.285554885864258
1761836584.786298,4,17.551111221313477
1761836614.2455685,5,17.218889236450195
1761836643.6320245,6,17.301944732666016
1761836673.3381472,7,17.790416717529297
1761836702.5258658,8,16.88336753845215
1761836732.0606287,9,17.06138801574707
1761836760.960767,10,16.533889770507812
1761836790.6332195,11,17.55753517150879
1761836820.3272471,12,17.422603607177734
1761836850.6708138,13,18.171493530273438
1761836879.9710867,14,16.786354064941406
1761836909.1708853,15,16.525833129882812
1761836938.8254826,16,17.01937484741211
1761836968.4826381,17,16.920034408569336
1761836998.8472624,18,17.854825973510742
1761837028.4452555,19,17.12618064880371
1761837058.2444968,20,17.455902099609375
1761837088.2123115,21,17.423992156982422
1761837117.9184854,22,17.24100685119629
1761837147.6195157,23,17.158403396606445
1761837177.3444648,24,17.315589904785156
1761837207.0430155,25,17.003263473510742
1761837236.2216134,26,16.558195114135742
1761837265.5867987,27,16.6837158203125
1761837294.895948,28,16.96881866455078
1761837324.3068533,29,16.837013244628906
1761837354.0511675,30,17.27666664123535
1761837383.819151,31,17.35729217529297
1761837413.4957016,32,17.100242614746094
1761837443.2578313,33,17.119304656982422
1761837473.210909,34,17.34170150756836
1761837502.5485287,35,16.642013549804688
1761837532.2797008,36,17.327117919921875
1761837562.2348025,37,17.268125534057617
1761837591.7763255,38,16.89069366455078
1761837621.4130833,39,17.054166793823242
1761837650.8444626,40,16.683090209960938
1761837681.2340963,41,17.83565902709961
1761837710.4607894,42,16.70399284362793
1761837740.7852201,43,18.07086753845215
1761837770.7264185,44,17.646249771118164
1761837800.8969476,45,17.62899398803711
1761837830.4703367,46,16.859861373901367
1761837860.3457332,47,17.467117309570312
1761837890.2503474,48,17.299341201782227
1761837919.946798,49,17.004549026489258
1761837949.34778,50,16.78909683227539
1761837978.9661293,51,17.079200744628906
1761838008.5177193,52,16.91111183166504
1761838038.6354344,53,17.840728759765625
1761838067.8947554,54,16.37211799621582
1761838097.517132,55,17.04191017150879
1761838127.7554758,56,17.468297958374023
1761838157.6118598,57,16.98958396911621
1761838187.2211673,58,16.896320343017578
1761838217.0186894,59,17.319931030273438
1761838249.5430186,60,17.03034782409668
1761838279.4614773,61,17.066978454589844
1761838309.3079114,62,17.278888702392578
1761838339.3145874,63,17.51944351196289
1761838369.3048947,64,17.51881980895996
1761838406.2344084,65,17.271875381469727
1761838435.980505,66,17.214479446411133
1761838465.6498692,67,17.043230056762695
1761838495.093986,68,16.9893741607666
1761838524.499302,69,16.82440948486328
1761838554.0250368,70,17.037466049194336
1761838583.8126347,71,17.42131996154785
1761838613.747641,72,17.373367309570312
1761838643.6855512,73,17.0196533203125
1761838674.2844806,74,18.110137939453125
1761838703.75674,75,16.557777404785156
1761838734.0594618,76,17.662776947021484
1761838763.9620063,77,16.990659713745117
1761838794.3572845,78,17.74916648864746
1761838824.2713892,79,17.15510368347168
1761838854.293328,80,17.349409103393555
1761838884.2974231,81,17.19763946533203
1761838914.3413987,82,17.43340301513672
1761838944.0946267,83,16.924930572509766
1761838974.0526001,84,17.132673263549805
1761839003.990155,85,17.03729248046875
1761839033.7443318,86,17.009166717529297
1761839064.0880764,87,17.709930419921875
1761839093.7902799,88,16.879270553588867
1761839123.6640382,89,16.817222595214844
1761839153.4630446,90,16.83565902709961
1761839183.225733,91,16.908506393432617
1761839212.9972563,92,17.076457977294922
1761839242.9432828,93,17.080833435058594
1761839273.0402732,94,17.466596603393555
1761839303.0019324,95,17.220867156982422
1761839333.183996,96,17.59316062927246
1761839363.3236532,97,17.376562118530273
1761839393.1993732,98,16.86111068725586
1761839422.9953816,99,16.672048568725586
1761839459.1579247,100,17.467361450195312
1761839489.026179,101,17.234617233276367
1761839528.7110002,102,16.803054809570312
1761839599.2521334,103,16.837881088256836
1761839669.710158,104,16.946006774902344
1761839738.8984425,105,17.179235458374023
1761839808.0861773,106,17.135486602783203
1761839877.5759797,107,17.12871551513672
1761839947.4640052,108,17.57263946533203
1761840016.276749,109,16.944549560546875
1761840086.5855684,110,17.386980056762695
1761840154.6579022,111,16.88569450378418
1761840224.0970037,112,16.752986907958984
1761840292.7867305,113,17.292917251586914
1761840361.2833438,114,16.64548683166504
1761840432.097147,115,17.55843734741211
1761840502.3720355,116,16.663124084472656
1761840574.6389995,117,17.868541717529297
1761840643.6341946,118,17.858959197998047
1761840730.4711196,119,17.890625
1761840802.1384108,120,16.995311737060547
1761840863.3297634,121,17.75864601135254
1761840933.165773,122,17.02927017211914
1761841004.0096192,123,17.40048599243164
1761841074.7296686,124,17.332048416137695
1761841146.6173308,125,16.8125
1761841218.8529751,126,17.57868003845215
1761841292.052911,127,17.84430503845215
1761841363.9494324,128,17.359479904174805
1761841433.5535262,129,16.842742919921875
1761841487.5616205,130,16.48927116394043
1761841517.5252717,131,16.97371482849121
1761841547.8438704,132,17.463367462158203
1761841577.6820426,133,17.12906265258789
1761841608.0685556,134,17.72576332092285
1761841638.241274,135,17.363506317138672
1761841667.9675002,136,16.956459045410156
1761841698.00371,137,16.901077270507812
1761841728.6134856,138,17.479339599609375
1761841758.9740083,139,17.113853454589844
1761841789.2970173,140,16.867361068725586
1761841820.1054456,141,17.640138626098633
1761841850.3691614,142,17.279582977294922
1761841880.6677384,143,17.057083129882812
1761841911.3272436,144,17.663715362548828
1761841941.60068,145,17.133575439453125
1761841972.0556085,146,17.31920051574707
1761842002.3778346,147,16.838680267333984
1761842032.775164,148,17.21579933166504
1761842063.345403,149,17.644269943237305
1761842093.6523275,150,17.181631088256836
1761842124.204278,151,17.442638397216797
1761842154.5292006,152,16.777605056762695
1761842185.0854156,153,17.31715202331543
1761842215.039367,154,16.781389236450195
1761842244.7313344,155,16.39635467529297
1761842275.1430526,156,17.410207748413086
1761842305.0804424,157,16.99041748046875
1761842335.0484953,158,16.932985305786133
1761842365.1963193,159,17.06045150756836
1761842395.3566399,160,17.33187484741211
1761842425.5426612,161,16.979202270507812
1761842455.545298,162,16.839513778686523
1761842485.8260849,163,16.941007614135742
1761842516.004551,164,17.249792098999023
1761842546.2295668,165,17.031702041625977
1761842576.386061,166,17.167638778686523
1761842606.6129818,167,16.943958282470703
1761842636.8343227,168,17.07465362548828
1761842667.0945485,169,17.207256317138672
1761842697.7221277,170,17.565868377685547
1761842727.7724557,171,16.586944580078125
1761842757.7076352,172,16.74423599243164
1761842787.736949,173,16.95024299621582
1761842818.344344,174,17.58420181274414
1761842848.0899577,175,16.65913200378418
1761842877.967078,176,16.599132537841797
1761842908.1604376,177,17.28996467590332
1761842938.38192,178,16.832326889038086
1761842968.8641458,179,17.247360229492188
1761842999.3691032,180,17.42159652709961
1761843029.5423872,181,16.854583740234375
1761843059.4307423,182,16.579757690429688
1761843089.8681822,183,17.28302001953125
1761843120.5944214,184,17.741527557373047
1761843151.3745863,185,17.292985916137695
1761843181.8021038,186,17.18829917907715
1761843212.2580397,187,17.159027099609375
1761843242.6617427,188,17.127429962158203
1761843272.7183347,189,16.85881996154785
1761843302.899019,190,17.047500610351562
1761843333.0346482,191,17.03125
1761843362.9458857,192,16.769306182861328
1761843393.0817866,193,16.868993759155273
1761843423.4701192,194,17.10072898864746
1761843453.6178138,195,16.745243072509766
1761843483.6398752,196,16.7916316986084
1761843513.6890306,197,16.842117309570312
1761843543.747628,198,16.8856258392334
